,Y,X,Species,Tissue,Status,Count,Height,PlotN
4310,4,3,XXXothermoss,NA,Live,NA,NA,SP28
4311,4,4,Salix richardsonii,Leaf,Live,2,50.4,SP28
4312,4,4,Salix richardsonii,Leaf,Live,1,NA,SP28
4313,4,4,Salix richardsonii,Stem,Live,2,NA,SP28
4314,4,4,XXXothergram,Leaf,Live,2,NA,SP28
4315,4,4,XXXothergram,Leaf,Live,1,NA,SP28
4316,4,5,Salix richardsonii,Leaf,Live,2,54.8,SP28
4317,4,5,XXXothergram,Leaf,Live,4,NA,SP28
4318,4,5,Salix richardsonii,Stem,Live,2,NA,SP28
4319,4,5,Equisetum,Leaf,Live,2,NA,SP28
4320,4,5,XXXlitter,NA,Dead,NA,NA,SP28
4321,4,5,XXXothermoss,NA,Live,NA,NA,SP28
4322,4,6,Salix richardsonii,Stem,Live,1,24.8,SP28
4323,4,6,Equisetum,Leaf,Live,4,NA,SP28
4324,4,6,XXXlitter,NA,Dead,NA,NA,SP28
4325,4,6,XXXothermoss,NA,Live,NA,NA,SP28
4326,5,1,Salix richardsonii,Stem,Live,3,41.1,SP28
4327,5,1,Salix richardsonii,Stem,Live,2,NA,SP28
4328,5,1,XXXlitter,NA,Dead,NA,NA,SP28
4329,5,1,XXXothermoss,NA,Live,NA,NA,SP28
4330,5,2,Salix richardsonii,Stem,Live,2,51.7,SP28
4331,5,2,Salix richardsonii,Stem,Live,3,NA,SP28
4332,5,2,Equisetum,Leaf,Live,1,NA,SP28
4333,5,2,XXXlitter,NA,Dead,NA,NA,SP28
4334,5,2,XXXothermoss,NA,Live,NA,NA,SP28
4335,5,3,XXXothergram,Leaf,Live,1,36.9,SP28
4336,5,3,XXXothergram,Leaf,Live,1,NA,SP28
4337,5,3,Equisetum,Leaf,Live,3,NA,SP28
4338,5,3,XXXlitter,NA,Dead,NA,NA,SP28
4339,5,3,XXXothermoss,NA,Live,NA,NA,SP28
4340,5,4,Salix richardsonii,Stem,Live,1,25.5,SP28
4341,5,4,Equisetum,Leaf,Live,8,NA,SP28
4342,5,4,Equisetum,Leaf,Live,1,NA,SP28
4343,5,4,XXXothergram,Leaf,Live,2,NA,SP28
4344,5,4,XXXlitter,NA,Dead,NA,NA,SP28
4345,5,4,XXXothermoss,NA,Live,NA,NA,SP28
4346,5,5,XXXothergram,Leaf,Live,1,28.1,SP28
4347,5,5,Salix richardsonii,Stem,Live,2,NA,SP28
4348,5,5,Salix richardsonii,Stem,Live,1,NA,SP28
4349,5,5,XXXlitter,NA,Dead,NA,NA,SP28
4350,5,5,XXXothermoss,NA,Live,NA,NA,SP28
4351,5,6,Salix richardsonii,Leaf,Live,1,43.4,SP28
4352,5,6,XXXothergram,Leaf,Live,3,NA,SP28
4353,5,6,Equisetum,Leaf,Live,1,NA,SP28
4354,5,6,Equisetum,Stem,Live,1,NA,SP28
4355,5,6,XXXlitter,NA,Dead,NA,NA,SP28
4356,5,6,XXXothermoss,NA,Live,NA,NA,SP28
4357,6,1,Salix richardsonii,Stem,Live,1,40.6,SP28
4358,6,1,Salix richardsonii,Stem,Live,4,NA,SP28
4359,6,1,XXXothergram,Leaf,Live,2,NA,SP28
4360,6,1,XXXlitter,NA,Dead,NA,NA,SP28
4361,6,1,XXXothermoss,NA,Live,NA,NA,SP28
4362,6,2,Equisetum,Leaf,Live,2,18,SP28
4363,6,2,Salix richardsonii,Stem,Live,1,NA,SP28
4364,6,2,XXXlitter,NA,Dead,NA,NA,SP28
4365,6,2,XXXothermoss,NA,Live,NA,NA,SP28
4366,6,3,Salix richardsonii,Leaf,Live,1,76.2,SP28
4367,6,3,XXXothergram,Leaf,Live,3,NA,SP28
4368,6,3,XXXlitter,NA,Dead,NA,NA,SP28
4369,6,3,XXXothermoss,NA,Live,NA,NA,SP28
4370,6,4,Salix richardsonii,Leaf,Live,3,58.1,SP28
4371,6,4,Salix richardsonii,Stem,Live,1,NA,SP28
4372,6,4,Salix richardsonii,Stem,Live,1,NA,SP28
4373,6,4,XXXlitter,NA,Dead,NA,NA,SP28
4374,6,4,XXXothermoss,NA,Live,NA,NA,SP28
4375,6,5,Salix richardsonii,Leaf,Live,2,47.4,SP28
4376,6,5,Salix richardsonii,Stem,Live,2,NA,SP28
4377,6,5,Salix richardsonii,Stem,Live,2,NA,SP28
4378,6,5,XXXothergram,Leaf,Live,2,NA,SP28
4379,6,5,XXXlitter,NA,Dead,NA,NA,SP28
4380,6,5,XXXothermoss,NA,Live,NA,NA,SP28
4381,6,6,Salix richardsonii,Stem,Live,3,40.9,SP28
4382,6,6,Equisetum,Leaf,Live,1,NA,SP28
4383,6,6,XXXlitter,NA,Dead,NA,NA,SP28
4384,6,6,XXXothermoss,NA,Live,NA,NA,SP28
4385,1,1,Salix richardsonii,Leaf,Live,3,56.7,SP29
4386,1,1,Salix richardsonii,Stem,Live,2,NA,SP29
4387,1,1,Equisetum,Leaf,Live,1,NA,SP29
4388,1,1,XXXothergram,Leaf,Live,1,NA,SP29
4389,1,1,XXXlitter,NA,Dead,NA,NA,SP29
4390,1,2,Salix richardsonii,Leaf,Live,3,51.1,SP29
4391,1,2,XXXothergram,Leaf,Live,2,NA,SP29
4392,1,2,Salix richardsonii,Stem,Live,1,NA,SP29
4393,1,2,XXXothergram,Leaf,Live,1,NA,SP29
4394,1,2,XXXlitter,NA,Dead,NA,NA,SP29
4395,1,2,XXXothermoss,NA,Live,NA,NA,SP29
4396,1,3,Salix richardsonii,Leaf,Live,2,60.7,SP29
4397,1,3,Salix richardsonii,Stem,Live,1,NA,SP29
4398,1,3,XXXothergram,Leaf,Live,1,NA,SP29
4399,1,3,XXXothergram,Leaf,Live,3,NA,SP29
4400,1,3,Equisetum,Leaf,Live,3,NA,SP29
4401,1,3,XXXlitter,NA,Dead,NA,NA,SP29
4402,1,3,XXXothermoss,NA,Live,NA,NA,SP29
4403,1,4,Salix richardsonii,Leaf,Live,4,54.1,SP29
4404,1,4,Salix richardsonii,Stem,Live,2,NA,SP29
4405,1,4,Equisetum,Leaf,Live,1,NA,SP29
4406,1,4,XXXothergram,Leaf,Live,4,NA,SP29
4407,1,4,XXXlitter,NA,Dead,NA,NA,SP29
4408,1,4,XXXothermoss,NA,Live,NA,NA,SP29
4409,1,5,Salix richardsonii,Leaf,Live,3,46.8,SP29
4410,1,5,Salix richardsonii,Stem,Live,1,NA,SP29
4411,1,5,XXXothergram,Leaf,Live,1,NA,SP29
4412,1,5,XXXothergram,Leaf,Live,2,NA,SP29
4413,1,5,XXXlitter,NA,Dead,NA,NA,SP29
4414,1,6,XXXothergram,Leaf,Live,1,17,SP29
4415,1,6,XXXothergram,Leaf,Live,1,NA,SP29
4416,1,6,Salix arctica,Leaf,Live,1,NA,SP29
4417,1,6,XXXlitter,NA,Dead,NA,NA,SP29
4418,1,6,XXXothermoss,NA,Live,NA,NA,SP29
4419,2,1,Salix richardsonii,Leaf,Live,1,39.3,SP29
4420,2,1,Equisetum,Leaf,Live,6,NA,SP29
4421,2,1,XXXlitter,NA,Dead,NA,NA,SP29
4422,2,1,XXXothermoss,NA,Live,NA,NA,SP29
4423,2,2,Salix richardsonii,Leaf,Live,3,46.6,SP29
4424,2,2,Salix richardsonii,Stem,Live,2,NA,SP29
4425,2,2,Equisetum,Leaf,Live,1,NA,SP29
4426,2,2,XXXothergram,Leaf,Live,2,NA,SP29
4427,2,2,XXXothermoss,NA,Live,NA,NA,SP29
4428,2,3,Salix richardsonii,Leaf,Live,2,45,SP29
4429,2,3,Equisetum,Leaf,Live,1,NA,SP29
4430,2,3,Equisetum,Leaf,Live,2,NA,SP29
4431,2,3,Salix richardsonii,Stem,Live,1,NA,SP29
4432,2,3,XXXothergram,Leaf,Live,3,NA,SP29
4433,2,3,XXXlitter,NA,Dead,NA,NA,SP29
4434,2,3,XXXothermoss,NA,Live,NA,NA,SP29
4435,2,4,Salix richardsonii,Stem,Live,2,32.2,SP29
4436,2,4,Equisetum,Leaf,Live,5,NA,SP29
4437,2,4,XXXothergram,Leaf,Live,1,NA,SP29
4438,2,4,XXXothergram,Leaf,Live,1,NA,SP29
4439,2,4,XXXothergram,Stem,Live,NA,NA,SP29
4440,2,4,XXXlitter,NA,Dead,NA,NA,SP29
4441,2,4,XXXothermoss,NA,Live,NA,NA,SP29
4442,2,5,Salix richardsonii,Leaf,Live,1,45.7,SP29
4443,2,5,XXXothergram,Leaf,Live,2,NA,SP29
4444,2,5,XXXothergram,Leaf,Live,2,NA,SP29
4445,2,5,XXXlitter,NA,Dead,NA,NA,SP29
4446,2,5,XXXothermoss,NA,Live,NA,NA,SP29
4447,2,6,XXXothergram,Leaf,Live,1,42.3,SP29
4448,2,6,Equisetum,Leaf,Live,1,NA,SP29
4449,2,6,XXXlitter,NA,Dead,NA,NA,SP29
4450,3,1,Salix richardsonii,Leaf,Live,4,47.2,SP29
4451,3,1,XXXothergram,Leaf,Live,2,NA,SP29
4452,3,1,XXXothergram,Leaf,Live,1,NA,SP29
4453,3,1,Salix richardsonii,Stem,Live,1,NA,SP29
4454,3,1,XXXlitter,NA,Dead,NA,NA,SP29
4455,3,1,XXXothermoss,NA,Live,NA,NA,SP29
4456,3,2,Salix richardsonii,Leaf,Live,1,47.8,SP29
4457,3,2,XXXothergram,Leaf,Live,2,NA,SP29
4458,3,2,Equisetum,Stem,Live,1,NA,SP29
4459,3,2,XXXlitter,NA,Dead,NA,NA,SP29
4460,3,2,XXXothermoss,NA,Live,NA,NA,SP29
4461,3,3,Salix richardsonii,Leaf,Live,3,41.8,SP29
4462,3,3,Salix richardsonii,Leaf,Live,1,NA,SP29
4463,3,3,XXXothergram,Leaf,Live,1,NA,SP29
4464,3,3,XXXothergram,Leaf,Live,3,NA,SP29
4465,3,3,Salix richardsonii,Stem,Live,1,NA,SP29
4466,3,3,XXXotherforb,Leaf,Live,1,NA,SP29
4467,3,3,XXXlitter,NA,Dead,NA,NA,SP29
4468,3,4,Salix richardsonii,Leaf,Live,2,44.4,SP29
4469,3,4,XXXothergram,Leaf,Live,5,NA,SP29
4470,3,4,XXXothergram,Leaf,Live,3,NA,SP29
4471,3,4,Salix richardsonii,Stem,Live,1,NA,SP29
4472,3,4,Equisetum,Leaf,Live,3,NA,SP29
4473,3,4,XXXlitter,NA,Dead,NA,NA,SP29
4474,3,4,XXXothermoss,NA,Live,NA,NA,SP29
4475,3,5,Salix richardsonii,Leaf,Live,1,51.1,SP29
4476,3,5,XXXothergram,Leaf,Live,3,NA,SP29
4477,3,5,XXXothergram,Stem,Live,1,NA,SP29
4478,3,5,XXXlitter,NA,Dead,NA,NA,SP29
4479,3,5,XXXothermoss,NA,Live,NA,NA,SP29
4480,3,6,XXXothergram,Leaf,Live,2,22.4,SP29
4481,3,6,XXXothergram,Leaf,Live,4,NA,SP29
4482,3,6,Salix richardsonii,Stem,Live,1,NA,SP29
4483,3,6,XXXlitter,NA,Dead,NA,NA,SP29
4484,3,6,XXXothermoss,NA,Live,NA,NA,SP29
4485,4,1,Salix richardsonii,Leaf,Live,1,60.2,SP29
4486,4,1,Salix richardsonii,Stem,Live,2,NA,SP29
4487,4,1,XXXothergram,Leaf,Live,1,NA,SP29
4488,4,1,XXXothergram,Leaf,Live,1,NA,SP29
4489,4,1,XXXlitter,NA,Dead,NA,NA,SP29
4490,4,1,XXXothermoss,NA,Live,NA,NA,SP29
4491,4,2,Salix richardsonii,Leaf,Live,2,51.2,SP29
4492,4,2,XXXlitter,NA,Dead,NA,NA,SP29
4493,4,2,XXXothermoss,NA,Live,NA,NA,SP29
4494,4,3,Salix richardsonii,Leaf,Live,1,36.5,SP29
4495,4,3,Salix richardsonii,Stem,Live,1,NA,SP29
4496,4,3,Salix richardsonii,Stem,Live,1,NA,SP29
4497,4,3,XXXothergram,Leaf,Live,1,NA,SP29
4498,4,3,XXXothermoss,NA,Live,NA,NA,SP29
4499,4,4,Salix richardsonii,Leaf,Live,5,50.8,SP29
4500,4,4,XXXothergram,Leaf,Live,2,NA,SP29
4501,4,4,XXXothergram,Leaf,Live,2,NA,SP29
4502,4,4,Salix richardsonii,Stem,Live,1,NA,SP29
4503,4,4,Equisetum,Stem,Live,1,NA,SP29
4504,4,4,XXXlitter,NA,Dead,NA,NA,SP29
4505,4,5,Salix richardsonii,Leaf,Live,1,40,SP29
4506,4,5,XXXothergram,Leaf,Live,2,NA,SP29
4507,4,5,XXXothergram,Leaf,Live,2,NA,SP29
4508,4,5,Equisetum,Leaf,Live,3,NA,SP29
4509,4,5,XXXlitter,NA,Dead,NA,NA,SP29
4510,4,5,XXXothermoss,NA,Live,NA,NA,SP29
4511,4,6,XXXlitter,NA,Dead,NA,0,SP29
4512,4,6,XXXothermoss,NA,Live,NA,NA,SP29
4513,5,1,XXXothergram,Leaf,Live,1,29.4,SP29
4514,5,1,Salix richardsonii,Stem,Live,1,NA,SP29
4515,5,1,XXXlitter,NA,Dead,NA,NA,SP29
4516,5,1,XXXothermoss,NA,Live,NA,NA,SP29
4517,5,2,Salix richardsonii,Leaf,Live,1,41.2,SP29
4518,5,2,XXXothergram,Leaf,Live,2,NA,SP29
4519,5,2,Salix richardsonii,Stem,Live,1,NA,SP29
4520,5,2,XXXlitter,NA,Dead,NA,NA,SP29
4521,5,2,XXXothermoss,NA,Live,NA,NA,SP29
4522,5,3,Salix richardsonii,Leaf,Live,5,56.9,SP29
4523,5,3,Salix richardsonii,Stem,Live,2,NA,SP29
4524,5,3,Salix richardsonii,Stem,Live,2,NA,SP29
4525,5,3,XXXothergram,Leaf,Live,1,NA,SP29
4526,5,3,XXXlitter,NA,Dead,NA,NA,SP29
4527,5,3,XXXothermoss,NA,Live,NA,NA,SP29
4528,5,4,Salix richardsonii,Leaf,Live,1,61.6,SP29
4529,5,4,Salix richardsonii,Leaf,Live,2,NA,SP29
4530,5,4,XXXothergram,Leaf,Live,7,NA,SP29
4531,5,4,XXXothergram,Leaf,Live,1,NA,SP29
4532,5,4,XXXothergram,Stem,Live,1,NA,SP29
4533,5,4,XXXotherforb,Leaf,Live,1,NA,SP29
4534,5,4,XXXlitter,NA,Dead,NA,NA,SP29
4535,5,5,Salix richardsonii,Leaf,Live,2,50.3,SP29
4536,5,5,Equisetum,Leaf,Live,1,NA,SP29
4537,5,5,XXXothergram,Leaf,Live,2,NA,SP29
4538,5,5,XXXlitter,NA,Dead,NA,NA,SP29
4539,5,5,XXXothermoss,NA,Live,NA,NA,SP29
4540,5,6,Salix richardsonii,Stem,Live,1,38.4,SP29
4541,5,6,XXXothergram,Leaf,Live,1,NA,SP29
4542,5,6,Equisetum,Leaf,Live,3,NA,SP29
4543,5,6,XXXothermoss,NA,Live,NA,NA,SP29
4544,6,1,Salix richardsonii,Leaf,Live,2,57.8,SP29
4545,6,1,XXXlitter,NA,Dead,NA,NA,SP29
4546,6,1,XXXothermoss,NA,Live,NA,NA,SP29
4547,6,2,Salix richardsonii,Leaf,Live,2,56,SP29
4548,6,2,XXXothergram,Leaf,Live,3,NA,SP29
4549,6,2,XXXothergram,Leaf,Live,2,NA,SP29
4550,6,2,XXXlitter,NA,Dead,NA,NA,SP29
4551,6,2,XXXothermoss,NA,Live,NA,NA,SP29
4552,6,3,Salix richardsonii,Leaf,Live,1,41.1,SP29
4553,6,3,XXXothergram,Leaf,Live,2,NA,SP29
4554,6,3,XXXothergram,Leaf,Live,2,NA,SP29
4555,6,3,Salix richardsonii,Stem,Live,2,NA,SP29
4556,6,3,XXXlitter,NA,Dead,NA,NA,SP29
4557,6,3,XXXothermoss,NA,Live,NA,NA,SP29
4558,6,4,Salix richardsonii,Leaf,Live,6,48.4,SP29
4559,6,4,Salix richardsonii,Stem,Live,2,NA,SP29
4560,6,4,XXXothergram,Leaf,Live,3,NA,SP29
4561,6,4,Equisetum,Leaf,Live,3,NA,SP29
4562,6,4,XXXlitter,NA,Dead,NA,NA,SP29
4563,6,4,XXXothermoss,NA,Live,NA,NA,SP29
4564,6,5,Salix richardsonii,Leaf,Live,1,42.9,SP29
4565,6,5,Salix richardsonii,Stem,Live,2,NA,SP29
4566,6,5,XXXothergram,Leaf,Live,1,NA,SP29
4567,6,5,XXXlitter,NA,Dead,NA,NA,SP29
4568,6,5,XXXothermoss,NA,Live,NA,NA,SP29
4569,6,6,Salix richardsonii,Leaf,Live,2,49,SP29
4570,6,6,Salix richardsonii,Stem,Live,1,NA,SP29
4571,6,6,Salix richardsonii,Stem,Live,1,NA,SP29
4572,6,6,XXXlitter,NA,Dead,NA,NA,SP29
4573,6,6,XXXothermoss,NA,Live,NA,NA,SP29
4574,1,1,Salix richardsonii,Leaf,Live,2,48.4,SP30
4575,1,1,Salix richardsonii,Stem,Live,1,NA,SP30
4576,1,1,XXXlitter,NA,Dead,NA,NA,SP30
4577,1,2,Salix richardsonii,Stem,Live,3,25.5,SP30
4578,1,2,XXXothergram,Leaf,Live,1,NA,SP30
4579,1,2,XXXlitter,NA,Dead,NA,NA,SP30
4580,1,2,XXXothermoss,NA,Live,NA,NA,SP30
4581,1,3,Salix richardsonii,Leaf,Live,4,52.1,SP30
4582,1,3,Salix richardsonii,Stem,Live,2,NA,SP30
4583,1,3,Salix richardsonii,Stem,Live,3,NA,SP30
4584,1,3,XXXothermoss,NA,Live,NA,NA,SP30
4585,1,4,Salix richardsonii,Leaf,Live,5,55.7,SP30
4586,1,4,XXXothergram,Leaf,Live,2,NA,SP30
4587,1,4,XXXothergram,Leaf,Live,1,NA,SP30
4588,1,4,XXXlitter,NA,Dead,NA,NA,SP30
4589,1,4,XXXothermoss,NA,Live,NA,NA,SP30
4590,1,5,Salix richardsonii,Leaf,Live,2,51.5,SP30
4591,1,5,XXXlitter,NA,Dead,NA,NA,SP30
4592,1,5,XXXothermoss,NA,Live,NA,NA,SP30
4593,1,6,Salix richardsonii,Stem,Live,1,20.9,SP30
4594,1,6,XXXothermoss,NA,Live,NA,NA,SP30
4595,2,1,Salix richardsonii,Leaf,Live,4,48.7,SP30
4596,2,1,Salix richardsonii,Stem,Live,1,NA,SP30
4597,2,1,Salix richardsonii,Stem,Live,1,NA,SP30
4598,2,1,XXXothergram,Leaf,Live,1,NA,SP30
4599,2,1,XXXothergram,Leaf,Live,1,NA,SP30
4600,2,1,XXXlitter,NA,Dead,NA,NA,SP30
4601,2,1,XXXothermoss,NA,Live,NA,NA,SP30
4602,2,2,Salix richardsonii,Leaf,Live,8,56.1,SP30
4603,2,2,Salix richardsonii,Stem,Live,1,NA,SP30
4604,2,2,Salix richardsonii,Stem,Live,3,NA,SP30
4605,2,2,XXXothergram,Leaf,Live,1,NA,SP30
4606,2,2,XXXlitter,NA,Dead,NA,NA,SP30
4607,2,2,XXXothermoss,NA,Live,NA,NA,SP30
4608,2,3,Salix richardsonii,Leaf,Live,1,49.1,SP30
4609,2,3,XXXothergram,Leaf,Live,1,NA,SP30
4610,2,3,XXXothermoss,NA,Live,NA,NA,SP30
4611,2,4,Salix richardsonii,Leaf,Live,3,53.8,SP30
4612,2,4,Salix richardsonii,Stem,Live,1,NA,SP30
4613,2,4,XXXothergram,Leaf,Live,1,NA,SP30
4614,2,4,XXXlitter,NA,Dead,NA,NA,SP30
4615,2,4,XXXothermoss,NA,Live,NA,NA,SP30
4616,2,5,Salix richardsonii,Stem,Live,1,48.8,SP30
4617,2,5,Salix richardsonii,Stem,Live,1,NA,SP30
4618,2,5,XXXothermoss,NA,Live,NA,NA,SP30
4619,2,5,XXXothergram,Leaf,Live,1,NA,SP30
4620,2,6,Salix richardsonii,Stem,Live,2,25.7,SP30
4621,2,6,XXXlitter,NA,Dead,NA,NA,SP30
4622,2,6,XXXothermoss,NA,Live,NA,NA,SP30
4623,3,1,Salix richardsonii,Leaf,Live,5,46.3,SP30
4624,3,1,Salix richardsonii,Stem,Live,1,NA,SP30
4625,3,1,XXXothergram,Leaf,Live,2,NA,SP30
4626,3,1,XXXlitter,NA,Dead,NA,NA,SP30
4627,3,1,XXXothermoss,NA,Live,NA,NA,SP30
4628,3,2,Salix richardsonii,Stem,Live,4,43.4,SP30
4629,3,2,Salix richardsonii,Stem,Live,1,NA,SP30
4630,3,2,XXXothergram,Leaf,Live,1,NA,SP30
4631,3,2,XXXothermoss,NA,Live,NA,NA,SP30
4632,3,3,Salix richardsonii,Leaf,Live,4,40.9,SP30
4633,3,3,Salix richardsonii,Stem,Live,1,NA,SP30
4634,3,3,XXXothergram,Leaf,Live,1,NA,SP30
4635,3,3,XXXothermoss,NA,Live,NA,NA,SP30
4636,3,4,XXXothergram,Leaf,Live,1,4.3,SP30
4637,3,4,Salix richardsonii,Stem,Live,1,NA,SP30
4638,3,4,XXXlitter,NA,Dead,NA,NA,SP30
4639,3,4,XXXothermoss,NA,Live,NA,NA,SP30
4640,3,5,Salix richardsonii,Stem,Live,2,32.7,SP30
4641,3,5,Salix richardsonii,Stem,Live,1,NA,SP30
4642,3,5,XXXlitter,NA,Dead,NA,NA,SP30
4643,3,5,XXXothermoss,NA,Live,NA,NA,SP30
4644,3,6,Salix richardsonii,Flower,Live,1,49.6,SP30
4645,3,6,Salix richardsonii,Stem,Live,3,NA,SP30
4646,3,6,XXXothergram,Leaf,Live,7,NA,SP30
4647,3,6,XXXlitter,NA,Dead,NA,NA,SP30
4648,3,6,XXXothermoss,NA,Live,NA,NA,SP30
4649,4,1,XXXothergram,Leaf,Live,2,0.4,SP30
4650,4,1,XXXlitter,NA,Dead,NA,NA,SP30
4651,4,1,XXXothermoss,NA,Live,NA,NA,SP30
4652,4,2,Salix richardsonii,Flower,Live,1,58.1,SP30
4653,4,2,Salix richardsonii,Leaf,Live,2,NA,SP30
4654,4,2,Salix richardsonii,Stem,Live,3,NA,SP30
4655,4,2,Salix richardsonii,Stem,Live,3,NA,SP30
4656,4,2,XXXothergram,Leaf,Live,1,NA,SP30
4657,4,2,XXXlitter,NA,Dead,NA,NA,SP30
4658,4,2,XXXothermoss,NA,Live,NA,NA,SP30
4659,4,3,Salix richardsonii,Leaf,Live,1,55.1,SP30
4660,4,3,Salix richardsonii,Leaf,Live,5,NA,SP30
4661,4,3,XXXothergram,Leaf,Live,3,NA,SP30
4662,4,3,XXXothergram,Leaf,Live,2,NA,SP30
4663,4,3,Salix richardsonii,Stem,Live,2,NA,SP30
4664,4,3,XXXlitter,NA,Dead,NA,NA,SP30
4665,4,3,XXXothermoss,NA,Live,NA,NA,SP30
4666,4,4,Salix richardsonii,Stem,Live,1,25.4,SP30
4667,4,4,Equisetum,Leaf,Live,4,NA,SP30
4668,4,4,Salix richardsonii,Stem,Live,1,NA,SP30
4669,4,4,XXXlitter,NA,Dead,NA,NA,SP30
4670,4,4,XXXothermoss,NA,Live,NA,NA,SP30
4671,4,5,Salix richardsonii,Stem,Live,1,15.5,SP30
4672,4,5,Equisetum,Leaf,Live,1,NA,SP30
4673,4,5,XXXlitter,NA,Dead,NA,NA,SP30
4674,4,5,XXXothermoss,NA,Live,NA,NA,SP30
4675,4,6,Salix richardsonii,Leaf,Live,2,45.4,SP30
4676,4,6,Salix richardsonii,Stem,Live,1,NA,SP30
4677,4,6,Salix richardsonii,Stem,Live,1,NA,SP30
4678,4,6,XXXothergram,Flower stalk,Live,1,NA,SP30
4679,4,6,XXXlitter,NA,Dead,NA,NA,SP30
4680,4,6,XXXothermoss,NA,Live,NA,NA,SP30
4681,5,1,Salix richardsonii,Leaf,Live,4,58.8,SP30
4682,5,1,Salix richardsonii,Stem,Live,1,NA,SP30
4683,5,1,XXXothergram,Stem,Live,1,NA,SP30
4684,5,1,XXXothergram,Leaf,Live,5,NA,SP30
4685,5,1,XXXlitter,NA,Dead,NA,NA,SP30
4686,5,1,XXXothermoss,NA,Live,NA,NA,SP30
4687,5,2,Salix richardsonii,Stem,Live,4,41.6,SP30
4688,5,2,XXXlitter,NA,Dead,NA,NA,SP30
4689,5,2,XXXothermoss,NA,Live,NA,NA,SP30
4690,5,3,Salix richardsonii,Leaf,Live,2,53.1,SP30
4691,5,3,Salix richardsonii,Stem,Live,2,NA,SP30
4692,5,3,Salix richardsonii,Stem,Live,1,NA,SP30
4693,5,3,XXXothermoss,NA,Live,NA,NA,SP30
4694,5,4,Salix richardsonii,Leaf,Live,2,46,SP30
4695,5,4,Salix richardsonii,Stem,Live,1,NA,SP30
4696,5,4,Salix richardsonii,Stem,Live,1,NA,SP30
4697,5,4,XXXothergram,Leaf,Live,4,NA,SP30
4698,5,4,XXXlitter,NA,Dead,NA,NA,SP30
4699,5,4,XXXothermoss,NA,Live,NA,NA,SP30
4700,5,5,Salix richardsonii,Stem,Live,1,20.5,SP30
4701,5,5,Salix richardsonii,Stem,Live,1,NA,SP30
4702,5,5,XXXothergram,Leaf,Live,2,NA,SP30
4703,5,5,XXXothergram,Leaf,Live,1,NA,SP30
4704,5,5,XXXlitter,NA,Dead,NA,NA,SP30
4705,5,5,XXXothermoss,NA,Live,NA,NA,SP30
4706,6,6,Salix richardsonii,Stem,Live,2,29.8,SP30
4707,6,6,XXXotherforb,Leaf,Live,1,NA,SP30
4708,6,6,XXXothergram,Leaf,Live,2,NA,SP30
4709,6,6,XXXlitter,NA,Dead,NA,NA,SP30
4710,6,6,XXXothermoss,NA,Live,NA,NA,SP30
4711,6,1,Salix richardsonii,Stem,Live,4,40.1,SP30
4712,6,1,XXXothergram,Leaf,Live,1,NA,SP30
4713,6,1,XXXothergram,Leaf,Live,4,NA,SP30
4714,6,1,XXXlitter,NA,Dead,NA,NA,SP30
4715,6,1,XXXothermoss,NA,Live,NA,NA,SP30
4716,6,2,Salix richardsonii,Leaf,Live,4,58.1,SP30
4717,6,2,Salix richardsonii,Stem,Live,1,NA,SP30
4718,6,2,XXXothergram,Leaf,Live,2,NA,SP30
4719,6,2,XXXlitter,NA,Dead,NA,NA,SP30
4720,6,2,XXXothermoss,NA,Live,NA,NA,SP30
4721,6,3,Salix richardsonii,Stem,Live,2,8.1,SP30
4722,6,3,XXXothergram,Leaf,Live,4,NA,SP30
4723,6,3,XXXlitter,NA,Dead,NA,NA,SP30
4724,6,3,XXXothermoss,NA,Live,NA,NA,SP30
4725,6,4,Salix richardsonii,Leaf,Live,3,55.6,SP30
4726,6,4,Salix richardsonii,Stem,Live,2,NA,SP30
4727,6,4,Salix richardsonii,Stem,Live,1,NA,SP30
4728,6,4,XXXlitter,NA,Dead,NA,NA,SP30
4729,6,4,XXXothermoss,NA,Live,NA,NA,SP30
4730,6,5,Salix richardsonii,Leaf,Live,4,44.2,SP30
4731,6,5,Salix richardsonii,Stem,Live,2,NA,SP30
4732,6,5,Salix richardsonii,Stem,Live,2,NA,SP30
4733,6,5,XXXothergram,Leaf,Live,2,NA,SP30
4734,6,5,XXXlitter,NA,Dead,NA,NA,SP30
4735,6,5,XXXothermoss,NA,Live,NA,NA,SP30
4736,6,6,Salix richardsonii,Stem,Live,4,20.4,SP30
4737,6,6,XXXlitter,NA,Dead,NA,NA,SP30
4738,6,6,XXXothermoss,NA,Live,NA,NA,SP30
4739,1,1,Salix richardsonii,Leaf,Live,1,23.7,SP31
4740,1,1,XXXlitter,NA,Dead,NA,NA,SP31
4741,1,1,XXXothermoss,NA,Live,NA,NA,SP31
4742,1,2,XXXothergram,Leaf,Live,3,26.6,SP31
4743,1,2,Equisetum,Leaf,Live,1,NA,SP31
4744,1,2,Salix arctica,Leaf,Live,1,NA,SP31
4745,1,2,XXXothergram,Leaf,Live,1,NA,SP31
4746,1,2,XXXlitter,NA,Dead,NA,NA,SP31
4747,1,3,Salix richardsonii,Leaf,Live,2,23.5,SP31
4748,1,3,Salix richardsonii,Stem,Live,1,NA,SP31
4749,1,3,Salix arctica,Stem,Live,1,NA,SP31
4750,1,3,XXXothergram,Leaf,Live,3,NA,SP31
4751,1,3,XXXlitter,Leaf,Dead,1,NA,SP31
